
"t";"Date";"Time";"No.";"ML";"Temp.";"PAR";"F";"Fm'";"Y(II)";"Y(NPQ)";"NPQ";"ETR";"";
       0;13.03.23;14:31:10;Type: ICM
       0;13.03.23;14:31:10;default_MC.par
      38;13.03.23;14:31:47
      38;13.03.23;14:31:47;File: M_230313_143110.PWS
